icao,iata,name,city,country_code,latitude,longitude,time_zone,airport_type
KSAR,SAR,Sparta Community Airport - Hunter Field,Sparta,US,38.148899,-89.6987,America/Chicago,small_airport
KSAS,SAS,Salton Sea Airport,Salton City,US,33.2414016724,-115.952003479,America/Los_Angeles,small_airport
KSAT,SAT,San Antonio International Airport,San Antonio,US,29.533701,-98.469803,America/Chicago,large_airport
KSAV,SAV,Savannah Hilton Head International Airport,Savannah,US,32.126591,-81.19998,America/New_York,large_airport
KSAW,MQT,Marquette Sawyer Regional Airport,Gwinn,US,46.351498,-87.395884,America/Detroit,medium_airport
KSBA,SBA,Santa Barbara Municipal Airport,Santa Barbara,US,34.426201,-119.839996,America/Los_Angeles,medium_airport
KSBD,SBD,San Bernardino International Airport,San Bernardino,US,34.096717,-117.236596,America/Los_Angeles,large_airport
KSBM,SBM,Sheboygan County Memorial Airport,Sheboygan,US,43.76959991,-87.85140228,America/Chicago,small_airport
KSBN,SBN,South Bend International Airport,South Bend,US,41.708304,-86.316922,America/Indiana/Indianapolis,medium_airport
KSBP,SBP,San Luis County Regional Airport,San Luis Obispo,US,35.236801147499996,-120.641998291,America/Los_Angeles,medium_airport
KSBS,SBS,Steamboat Springs Bob Adams Field,Steamboat Springs,US,40.5163002,-106.8659973,America/Denver,small_airport
KSBX,SBX,Shelby Airport,Shelby,US,48.5406990051,-111.871002197,America/Denver,small_airport
KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,38.34049987792969,-75.51029968261719,America/New_York,medium_airport
KSCB,SCB,Scribner State Airport,Scribner,US,41.610298,-96.629898,America/Chicago,small_airport
KSCH,SCH,Schenectady County Airport,Schenectady,US,42.852500915527,-73.928901672363,America/New_York,medium_airport
KSCK,SCK,Stockton Metropolitan Airport,Stockton,US,37.893279,-121.238079,America/Los_Angeles,medium_airport
KSDF,SDF,Louisville Muhammad Ali International Airport,Louisville,US,38.1706,-85.735076,America/Kentucky/Louisville,large_airport
KSDL,SCF,Scottsdale Airport,Scottsdale,US,33.622898101807,-111.91100311279,America/Phoenix,small_airport
KSDM,SDM,Brown Field Municipal Airport,San Diego,US,32.572639,-116.980019,America/Los_Angeles,medium_airport
KSDY,SDY,Sidney - Richland Regional Airport,Sidney,US,47.705141,-104.194422,America/Denver,medium_airport
KSEA,SEA,Seattle–Tacoma International Airport,Seattle,US,47.447943,-122.310276,America/Los_Angeles,large_airport
KSEE,SEE,Gillespie Field,San Diego/El Cajon,US,32.826198577881,-116.97200012207,America/Los_Angeles,small_airport
KSEF,SEF,Sebring Regional Airport,Sebring,US,27.45639992,-81.3423996,America/New_York,small_airport
KSEG,SEG,Penn Valley Airport,Selinsgrove,US,40.820598602295,-76.863899230957,America/New_York,small_airport
KSEM,SEM,Craig Field,Selma,US,32.343898773193,-86.987800598145,America/Chicago,small_airport
KSEP,SEP,Stephenville Clark Regional Airport,Stephenville,US,32.215302,-98.177696,America/Chicago,small_airport
KSER,SER,Freeman Municipal Airport,Seymour,US,38.923599243164,-85.907402038574,America/Indiana/Indianapolis,small_airport
KSEZ,SDX,Sedona Airport,Sedona,US,34.848598480225,-111.78800201416,America/Phoenix,small_airport
KSFB,SFB,Orlando Sanford International Airport,Orlando,US,28.774277,-81.234626,America/New_York,large_airport
KSFF,SFF,Felts Field,Spokane,US,47.682899,-117.321925,America/Los_Angeles,medium_airport
KSFM,SFM,Sanford Seacoast Regional Airport,Sanford,US,43.393901824951,-70.708000183105,America/New_York,small_airport
KSFO,SFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,America/Los_Angeles,large_airport
KSFZ,SFZ,North Central State Airport,Pawtucket,US,41.9207992554,-71.49140167239999,America/New_York,small_airport
KSGF,SGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,America/Chicago,medium_airport
KSGH,SGH,Springfield-Beckley Municipal Airport,Springfield,US,39.840301513672,-83.840202331543,America/New_York,medium_airport
KSGJ,UST,Northeast Florida Regional Airport,St Augustine,US,29.9592,-81.339798,America/New_York,medium_airport
KSGR,SGR,Sugar Land Regional Airport,Houston,US,29.622299194336,-95.65650177002,America/Chicago,medium_airport
KSGT,SGT,Stuttgart Municipal Airport / Carl Humphrey Field,Stuttgart,US,34.599499,-91.574997,America/Chicago,small_airport
KSGU,SGU,St George Regional Airport,St George,US,37.036389,-113.510306,America/Denver,medium_airport
KSHD,SHD,Shenandoah Valley Regional Airport,Weyers Cave,US,38.263802,-78.8964,America/New_York,medium_airport
KSHN,SHN,Sanderson Field,Shelton,US,47.233600616455,-123.14800262451,America/Los_Angeles,small_airport
KSHR,SHR,Sheridan County Airport,Sheridan,US,44.76919937133789,-106.9800033569336,America/Denver,medium_airport
KSHV,SHV,Shreveport Regional Airport,Shreveport,US,32.444747,-93.826741,America/Chicago,medium_airport
KSIK,SIK,Sikeston Memorial Municipal Airport,Sikeston,US,36.898899078369,-89.561798095703,America/Chicago,small_airport
KSIV,SIV,Sullivan County Airport,Sullivan,US,39.1147,-87.448303,America/Indiana/Indianapolis,small_airport
KSIY,SIY,Siskiyou County Airport,Montague,US,41.781399,-122.468002,America/Los_Angeles,small_airport
KSJC,SJC,Mineta San Jose International Airport,San Jose,US,37.362452,-121.929188,America/Los_Angeles,large_airport
KSJN,SJN,St Johns Industrial Air Park,St Johns,US,34.51860046,-109.3789978,America/Phoenix,small_airport
KSJT,SJT,San Angelo Regional Mathis Field,San Angelo,US,31.35770034790039,-100.49600219726562,America/Chicago,medium_airport
KSJX,,Beaver Island Airport,Beaver Island,US,45.692299,-85.566597,America/Detroit,small_airport
KSKA,SKA,Fairchild Air Force Base,Spokane,US,47.615101,-117.655998,America/Los_Angeles,medium_airport
KSKF,SKF,Lackland Air Force Base,San Antonio,US,29.38419914,-98.58110046,America/Chicago,medium_airport
KSKX,TSM,Taos Regional Airport,Taos,US,36.452494,-105.67749,America/Denver,medium_airport
KSLB,SLB,Storm Lake Municipal Airport,Storm Lake,US,42.5973014832,-95.24069976810001,America/Chicago,small_airport
KSLC,SLC,Salt Lake City International Airport,Salt Lake City,US,40.78886,-111.979866,America/Denver,large_airport
KSLE,SLE,Salem-Willamette Valley Airport/McNary Field,Salem,US,44.9095,-123.002998,America/Los_Angeles,medium_airport
KSLG,SLG,Smith Field,Siloam Springs,US,36.191898,-94.489998,America/Chicago,small_airport
KSLK,SLK,Adirondack Regional Airport,Saranac Lake,US,44.38691,-74.204629,America/New_York,medium_airport
KSLN,SLN,Salina Municipal Airport,Salina,US,38.79100036621094,-97.6521987915039,America/Chicago,medium_airport
KSLO,SLO,Salem–Leckrone Airport,Salem,US,38.642899,-88.964203,America/Chicago,small_airport
KSLR,SLR,Sulphur Springs Municipal Airport,Sulphur Springs,US,33.159801483154,-95.621101379395,America/Chicago,small_airport
KSMD,SMD,Smith Field,Fort Wayne,US,41.14339828,-85.15280151,America/Indiana/Indianapolis,small_airport
KSME,SME,Lake Cumberland Regional Airport,Somerset,US,37.053398132299996,-84.6158981323,America/New_York,medium_airport
KSMF,SMF,Sacramento International Airport,Sacramento,US,38.6954,-121.591003,America/Los_Angeles,large_airport
KSMN,SMN,Lemhi County Airport,Salmon,US,45.122233,-113.88196,America/Boise,medium_airport
KSMO,SMO,Santa Monica Municipal Airport,Santa Monica,US,34.0158,-118.450996,America/Los_Angeles,medium_airport
KSMS,SUM,Sumter Airport,Sumter,US,33.994998931885,-80.361297607422,America/New_York,small_airport
KSMX,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US,34.898899,-120.457001,America/Los_Angeles,medium_airport
KSNA,SNA,John Wayne Orange County International Airport,Santa Ana,US,33.675063,-117.869281,America/Los_Angeles,large_airport
KSNK,SNK,Winston Field,Snyder,US,32.690212,-100.948918,America/Chicago,small_airport
KSNL,SNL,Shawnee Regional Airport,Shawnee,US,35.357898712158,-96.942802429199,America/Chicago,small_airport
KSNS,SNS,Salinas Municipal Airport,Salinas,US,36.662799835205,-121.60600280762,America/Los_Angeles,medium_airport
KSNY,SNY,Sidney Municipal Airport Lloyd W Carr Field,Sidney,US,41.101299,-102.985001,America/Denver,medium_airport
KSOP,SOP,Moore County Airport,Carthage,US,35.237184,-79.389381,America/New_York,small_airport
KSOW,SOW,Show Low Regional Airport,Show Low,US,34.264062,-110.007091,America/Phoenix,medium_airport
KSPA,SPA,Spartanburg Downtown Memorial Airport,Spartanburg,US,34.915699005127,-81.956497192383,America/New_York,small_airport
KSPF,SPF,Black Hills Airport-Clyde Ice Field,Spearfish,US,44.48030090332,-103.78299713135,America/Denver,small_airport
KSPG,SPG,Albert Whitted Airport,St Petersburg,US,27.7651,-82.626999,America/New_York,small_airport
KSPI,SPI,Abraham Lincoln Capital Airport,Springfield,US,39.844101,-89.677902,America/Chicago,medium_airport
KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US,33.9888,-98.491898,America/Chicago,medium_airport
KSPW,SPW,Spencer Municipal Airport,Spencer,US,43.165500640869,-95.202796936035,America/Chicago,small_airport
KSQI,SQI,Whiteside County Airport - Joseph H Bittorf Field,Rock Falls,US,41.742175,-89.673629,America/Chicago,small_airport
KSQL,SQL,San Carlos Airport,San Carlos,US,37.51313,-122.250838,America/Los_Angeles,medium_airport
KSRC,SRC,Searcy Municipal Airport,Searcy,US,35.210602,-91.737503,America/Chicago,small_airport
KSRQ,SRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US,27.394631,-82.554359,America/New_York,large_airport
KSRR,RUI,Sierra Blanca Regional Airport,Alto,US,33.462799,-105.535004,America/Denver,medium_airport
KSSC,SSC,Shaw Air Force Base,Sumter,US,33.972698,-80.470596,America/New_York,medium_airport
KSSF,SSF,Stinson Municipal Airport,San Antonio,US,29.336999893188,-98.471099853516,America/Chicago,medium_airport
KSSI,SSI,St Simons Island Airport,St Simons Island,US,31.1518,-81.391296,America/New_York,medium_airport
KSTC,STC,Saint Cloud Regional Airport,Saint Cloud,US,45.5466,-94.059898,America/Chicago,medium_airport
KSTE,STE,Stevens Point Municipal Airport,Stevens Point,US,44.5452003479,-89.530296325684,America/Chicago,small_airport
KSTJ,STJ,Rosecrans Memorial Airport,St Joseph,US,39.771900177002,-94.909698486328,America/Chicago,medium_airport
KSTK,STK,Sterling Municipal Airport,Sterling,US,40.613497,-103.263833,America/Denver,small_airport
KSTL,STL,St. Louis Lambert International Airport,St Louis,US,38.748697,-90.370003,America/Chicago,large_airport
KSTP,STP,Saint Paul Downtown Holman Field,Saint Paul,US,44.93479,-93.060036,America/Chicago,medium_airport
KSTS,STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,38.50899887,-122.8130035,America/Los_Angeles,medium_airport
KSUA,SUA,Witham Field,Stuart,US,27.18169975,-80.22109985,America/New_York,small_airport
KSUD,SUD,Stroud Municipal Airport,Stroud,US,35.789600372314,-96.655700683594,America/Chicago,small_airport
KSUE,SUE,Door County Cherryland Airport,Sturgeon Bay,US,44.84370041,-87.42150116,America/Chicago,small_airport
KSUN,SUN,Friedman Memorial Airport,Hailey,US,43.50439835,-114.2959976,America/Boise,medium_airport
KSUS,SUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652,America/Chicago,medium_airport
KSUU,SUU,Travis Air Force Base,Fairfield,US,38.262699,-121.927002,America/Los_Angeles,medium_airport
KSUW,SUW,Richard I Bong Memorial Airport,Superior,US,46.688612,-92.095041,America/Chicago,small_airport
KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,42.397605,-96.382237,America/Chicago,medium_airport
KSVC,SVC,Grant County Airport,Silver City,US,32.636701,-108.154736,America/Denver,medium_airport
KSVE,SVE,Susanville Municipal Airport,Susanville,US,40.375702,-120.572998,America/Los_Angeles,small_airport
KSVH,SVH,Statesville Regional Airport,Statesville,US,35.765301,-80.953903,America/New_York,small_airport
KSVN,SVN,Hunter Army Air Field,Savannah,US,32.00999832,-81.14569855,America/New_York,medium_airport
KSWF,SWF,New York Stewart International Airport,Newburgh,US,41.50421,-74.108901,America/New_York,medium_airport
KSWO,SWO,Stillwater Regional Airport,Stillwater,US,36.162132,-97.085581,America/Chicago,medium_airport
KSWW,SWW,Avenger Field,Sweetwater,US,32.467399597168,-100.46700286865,America/Chicago,small_airport
KSYI,SYI,Bomar Field / Shelbyville Municipal Airport,Shelbyville,US,35.560101,-86.442497,America/Chicago,small_airport
KSYN,SYN,Stanton Airfield,Dennison,US,44.475579,-93.016756,America/Chicago,small_airport
KSYR,SYR,Syracuse Hancock International Airport,Syracuse,US,43.11119842529297,-76.1063003540039,America/New_York,large_airport
KSYV,SYV,Sylvester Airport,Sylvester,US,31.558500289917,-83.895698547363,America/New_York,small_airport
KSZL,SZL,Whiteman Air Force Base,Knob Noster,US,38.730301,-93.547897,America/Chicago,medium_airport
KSZN,SZN,Santa Cruz Island Airport,Santa Cruz Island,US,34.06007,-119.915229,America/Los_Angeles,small_airport
KSZP,SZP,Santa Paula Airport,Santa Paula,US,34.34719849,-119.060997,America/Los_Angeles,small_airport
,TBC,Tuba City Airport,Tuba City,US,36.091146,-111.38286,America/Denver,small_airport
KTAD,TAD,Perry Stokes Airport,Trinidad,US,37.2593994141,-104.341003418,America/Denver,small_airport
,KTB,Thorne Bay Seaplane Base,Thorne Bay,US,55.682762,-132.532883,,seaplane_base
KTBN,TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,37.7416,-92.140701,America/Chicago,medium_airport
KTBR,TBR,Statesboro Bulloch County Airport,Statesboro,US,32.4827003479,-81.73690032959999,America/New_York,small_airport
,KTC,Katiola Airport,Katiola,CI,8.132858,-5.06487,Africa/Abidjan,small_airport
KTCC,TCC,Tucumcari Municipal Airport,Tucumcari,US,35.182800293,-103.602996826,America/Denver,medium_airport
KTCL,TCL,Tuscaloosa National Airport,Tuscaloosa,US,33.2206,-87.611397,America/Chicago,medium_airport
KTCM,TCM,McChord Air Force Base,Tacoma,US,47.137699,-122.475998,America/Los_Angeles,medium_airport
KTCS,TCS,Truth or Consequences Municipal Airport,Truth or Consequences,US,33.2369,-107.272003,America/Denver,medium_airport
KTDO,TDO,Ed Carlson Memorial Field South Lewis County Airport,Toledo,US,46.4771995544,-122.805999756,America/Los_Angeles,small_airport
KTDW,TDW,Tradewind Airport,Amarillo,US,35.1698989868,-101.825996399,America/Chicago,small_airport
KTDZ,TDZ,Toledo Executive Airport,Toledo,US,41.56489944,-83.4822998,America/New_York,small_airport
KTEB,TEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799,America/New_York,medium_airport
KTEX,TEX,Telluride Regional Airport,Telluride,US,37.9538,-107.907997,America/Denver,medium_airport
KTHA,THA,Tullahoma Regional Airport William Northern Field,Tullahoma,US,35.3801,-86.246399,America/Chicago,small_airport
KTHM,THM,Thompson Falls Airport,Thompson Falls,US,47.573501586914,-115.28099822998,America/Denver,small_airport
KTHV,THV,York Airport,Thomasville,US,39.917,-76.873001,America/New_York,small_airport
KTIK,TIK,Tinker Air Force Base,Oklahoma City,US,35.4147,-97.386597,America/Chicago,medium_airport
KTIW,TIW,Tacoma Narrows Airport,Tacoma,US,47.267407,-122.577295,America/Los_Angeles,medium_airport
KTIX,TIX,Space Coast Regional Airport,Titusville,US,28.514799118042,-80.799201965332,America/New_York,medium_airport
KTKI,DTX,McKinney National Airport,Dallas,US,33.177898,-96.5905,America/Chicago,small_airport
KTKX,KNT,Kennett Memorial Airport,Kennett,US,36.2258987427,-90.0365982056,America/Chicago,small_airport
KTLH,TLH,Tallahassee International Airport,Tallahassee,US,30.401209,-84.35433,America/New_York,medium_airport
KTLR,TLR,Mefford Field,Tulare,US,36.15629959,-119.3259964,America/Los_Angeles,small_airport
KTMA,TMA,Henry Tift Myers Airport,Tifton,US,31.4290008545,-83.4885025024,America/New_York,small_airport
KTMB,TMB,Miami Executive Airport,Miami,US,25.6479,-80.4328,America/New_York,medium_airport
KTMK,OTK,Tillamook Airport,Tillamook,US,45.4182014465,-123.814002991,America/Los_Angeles,small_airport
KTNP,TNP,Twentynine Palms Airport,Twentynine Palms,US,34.133901,-115.947347,America/Los_Angeles,small_airport
KTNT,TNT,Dade Collier Training and Transition Airport,Miami,US,25.861788,-80.89701,America/New_York,small_airport
KTNU,TNU,Newton Municipal Airport,Newton,US,41.6744,-93.021698,America/Chicago,small_airport
KTNX,XSD,Tonopah Test Range Airport,Tonopah,US,37.798801,-116.780998,America/Los_Angeles,small_airport
KTOA,TOA,Zamperini Field,Torrance,US,33.803398132324,-118.33999633789,America/Los_Angeles,small_airport
KTOC,TOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,US,34.5938,-83.295799,America/New_York,small_airport
KTOI,TOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,US,31.860399,-86.012101,America/Chicago,medium_airport
KTOL,TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US,41.5868,-83.8078,America/New_York,medium_airport
KTOP,TOP,Philip Billard Municipal Airport,Topeka,US,39.069899,-95.622606,America/Chicago,medium_airport
KTOR,TOR,Torrington Municipal Airport,Torrington,US,42.0644989,-104.1529999,America/Denver,small_airport
KTPA,TPA,Tampa International Airport,Tampa,US,27.9755,-82.533203,America/New_York,large_airport
KTPF,TPF,Peter O Knight Airport,Tampa,US,27.915599822998,-82.44930267334,America/New_York,small_airport
KTPH,TPH,Tonopah Airport,Tonopah,US,38.06019974,-117.086998,America/Los_Angeles,medium_airport
KTPL,TPL,Draughon Miller Central Texas Regional Airport,Temple,US,31.1525,-97.407799,America/Chicago,medium_airport
KTRI,TRI,Tri-Cities Regional TN/VA Airport,Blountville,US,36.475201,-82.407401,America/New_York,medium_airport
KTRK,TKF,Truckee Tahoe Airport,Truckee,US,39.318628,-120.140562,America/Los_Angeles,medium_airport
KTRL,TRL,Terrell Municipal Airport,Terrell,US,32.709202,-96.267403,America/Chicago,small_airport
KTRM,TRM,Jacqueline Cochran Regional Airport,Palm Springs,US,33.62670135498,-116.16000366211,America/Los_Angeles,medium_airport
KTRX,TRX,Trenton Municipal Airport,Trenton,US,40.0835,-93.590599,America/Chicago,small_airport
KTSP,TSP,Tehachapi Municipal Airport,Tehachapi,US,35.134998321533,-118.43900299072,America/Los_Angeles,small_airport
KTTD,TTD,Portland Troutdale Airport,Portland,US,45.54940032959,-122.40100097656,America/Los_Angeles,medium_airport
KTTN,TTN,Trenton Mercer Airport,Ewing Township,US,40.276699,-74.813499,America/New_York,medium_airport
KTUL,TUL,Tulsa International Airport,Tulsa,US,36.197084,-95.886225,America/Chicago,large_airport
KTUP,TUP,Tupelo Regional Airport,Tupelo,US,34.26810073852539,-88.7698974609375,America/Chicago,medium_airport
KTUS,TUS,Tucson International Airport,Tucson,US,32.115004,-110.938053,America/Phoenix,large_airport
KTVC,TVC,Cherry Capital Airport,Traverse City,US,44.741402,-85.582199,America/Detroit,medium_airport
KTVF,TVF,Thief River Falls Regional Airport,Thief River Falls,US,48.065701,-96.184998,America/Chicago,medium_airport
KTVI,TVI,Thomasville Regional Airport,Thomasville,US,30.901599884033,-83.881301879883,America/New_York,small_airport
KTVL,TVL,Lake Tahoe Airport,South Lake Tahoe,US,38.89390182495117,-119.99500274658203,America/Los_Angeles,medium_airport
KTWF,TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US,42.4818,-114.487999,America/Boise,medium_airport
KTXK,TXK,Texarkana Regional Airport (Webb Field),Texarkana,US,33.453701,-93.990997,America/Chicago,medium_airport
KTYL,TYZ,Taylor Airport,Taylor,US,34.45280075,-110.1149979,America/Phoenix,small_airport
KTYR,TYR,Tyler Pounds Regional Airport,Tyler,US,32.35409927368164,-95.40239715576172,America/Chicago,medium_airport
KTYS,TYS,McGhee Tyson Airport,Knoxville/Maryville,US,35.811001,-83.994003,America/New_York,large_airport
,BFG,Bullfrog Basin Airport,Bullfrog,US,37.547827,-110.712898,America/Denver,small_airport
,NPH,J. Randy McKnight Nephi Municipal Airport,Nephi,US,39.73681,-111.870063,America/Denver,small_airport
,RVR,Green River Municipal Airport,Green River,US,38.9613990784,-110.226997375,America/Denver,small_airport
,PNU,Panguitch Municipal Airport,Panguitch,US,37.84519958,-112.3919983,America/Denver,small_airport
,ICS,Cascade Airport,Cascade,US,44.4938011169,-116.01599884,America/Boise,small_airport
KUBS,UBS,Columbus Lowndes County Airport,Columbus,US,33.4654006958,-88.3803024292,America/Chicago,small_airport
KUCY,UCY,Everett-Stewart Regional Airport,Union City,US,36.38180161,-88.98539734,America/Chicago,small_airport
KUDD,UDD,Bermuda Dunes Airport,Bermuda Dunes,US,33.748492,-116.275027,America/Los_Angeles,small_airport
KUES,UES,Waukesha County Airport,Waukesha,US,43.041000366211,-88.237098693848,America/Chicago,small_airport
KUGN,UGN,Waukegan National Airport,Chicago/Waukegan,US,42.422199249268,-87.867897033691,America/Chicago,small_airport
KUIL,UIL,Quillayute Airport,Quillayute,US,47.936599731445,-124.56300354004,America/Los_Angeles,small_airport
KUIN,UIN,Quincy Regional Airport Baldwin Field,Quincy,US,39.942699,-91.194603,America/Chicago,medium_airport
KUKF,IKB,Wilkes County Airport,North Wilkesboro,US,36.2228012085,-81.09829711910001,America/New_York,small_airport
KUKI,UKI,Ukiah Municipal Airport,Ukiah,US,39.125999,-123.200996,America/Los_Angeles,medium_airport
KUKT,UKT,Quakertown Airport,Quakertown,US,40.4352,-75.381897,America/New_York,small_airport
KULM,ULM,New Ulm Municipal Airport,New Ulm,US,44.319599151611,-94.502296447754,America/Chicago,small_airport
KUNI,ATO,Ohio University Airport,Albany,US,39.211839,-82.22949,America/New_York,small_airport
KUNU,UNU,Dodge County Airport,Juneau,US,43.42660141,-88.70320129,America/Chicago,small_airport
KUNV,SCE,State College Regional Airport,State College,US,40.849374,-77.84852,America/New_York,medium_airport
KUOS,UOS,Franklin County Airport,Sewanee,US,35.204754,-85.899052,America/Chicago,small_airport
KUOX,UOX,University Oxford Airport,Oxford,US,34.384300231934,-89.536796569824,America/Chicago,medium_airport
,KUP,Kupiano Airport,Kupiano,PG,-10.0736,148.218,,small_airport
KUTA,UTM,Tunica Municipal Airport,Tunica,US,34.68505,-90.347757,America/Chicago,small_airport
KUTS,HTV,Huntsville Regional Airport,Huntsville,US,30.7469005585,-95.5871963501,America/Chicago,medium_airport
KUUU,NPT,Newport State Airport,Newport,US,41.532207,-71.281039,America/New_York,medium_airport
KUVA,UVA,Garner Field,Uvalde,US,29.2112998962,-99.743598938,America/Chicago,small_airport
KUZA,RKH,Rock Hill - York County Airport,Rock Hill,US,34.9878006,-81.05719757,America/New_York,small_airport
KVAD,VAD,Moody Air Force Base,Valdosta,US,30.9678001404,-83.1930007935,America/New_York,medium_airport
KVAY,LLY,South Jersey Regional Airport,Lumberton,US,39.942902,-74.845703,America/New_York,small_airport
KVBG,VBG,Vandenberg Space Force Base,Lompoc,US,34.737301,-120.584,America/Los_Angeles,medium_airport
KVCT,VCT,Victoria Regional Airport,Victoria,US,28.85260009765625,-96.91850280761719,America/Chicago,medium_airport
KVCV,VCV,Southern California Logistics Airport,Victorville,US,34.597499847399995,-117.383003235,America/Los_Angeles,small_airport
KVDI,VDI,Vidalia Regional Airport,Vidalia,US,32.192699432373,-82.371200561523,America/New_York,small_airport
,KVE,Kitava Airport,Kitava Island,PG,-8.6285,151.327,,small_airport
KVEL,VEL,Vernal Regional Airport,Vernal,US,40.436214,-109.511661,America/Denver,medium_airport
KVGT,VGT,North Las Vegas Airport,Las Vegas,US,36.209074,-115.193982,America/Los_Angeles,medium_airport
KVHN,VHN,Culberson County Airport,Van Horn,US,31.057800292969,-104.78399658203,America/Chicago,small_airport
KVIH,VIH,Rolla National Airport,Vichy,US,38.127399,-91.769501,America/Chicago,small_airport
KVIS,VIS,Visalia Municipal Airport,Visalia,US,36.318699,-119.392998,America/Los_Angeles,medium_airport
KVJI,VJI,Virginia Highlands Airport,Abingdon,US,36.687099,-82.033302,America/New_York,small_airport
KVKS,VKS,Vicksburg Municipal Airport,Vicksburg,US,32.23929977417,-90.928398132324,America/Chicago,small_airport
KVLA,VLA,Vandalia Municipal Airport,Vandalia,US,38.991501,-89.166199,America/Chicago,small_airport
KVLD,VLD,Valdosta Regional Airport,Valdosta,US,30.782499313354492,-83.27670288085938,America/New_York,medium_airport
KVNC,VNC,Venice Municipal Airport,Venice,US,27.070541,-82.440815,America/New_York,small_airport
KVNY,VNY,Van Nuys Airport,Van Nuys,US,34.209801,-118.489998,America/Los_Angeles,medium_airport
KVOK,VOK,Volk Field,Camp Douglas,US,43.938999,-90.253403,America/Chicago,medium_airport
KVPS,VPS,Destin-Fort Walton Beach Airport,Valparaiso,US,30.481315,-86.515839,America/Chicago,medium_airport
KVPZ,VPZ,Porter County Municipal Airport,Valparaiso,US,41.45399857,-87.00710297,America/Chicago,medium_airport
KVQQ,VQQ,Cecil Airport,Jacksonville,US,30.2187,-81.876701,America/New_York,medium_airport
KVRB,VRB,Vero Beach Regional Airport,Vero Beach,US,27.6556,-80.417901,America/New_York,medium_airport
KVSF,VSF,Hartness State Airport,North Springfield,US,43.343601,-72.517303,America/New_York,small_airport
KVTN,VTN,Miller Field,Valentine,US,42.856211,-100.549192,America/Chicago,medium_airport
KVYS,VYS,Illinois Valley Regional Airport Walter A Duncan Field,Peru,US,41.351898,-89.153099,America/Chicago,small_airport
,GTY,Gettysburg Regional Airport,Gettysburg,US,39.841222,-77.274699,America/New_York,small_airport
,SQV,Sequim Valley Airport,Sequim,US,48.098098754883,-123.18699645996,America/Los_Angeles,small_airport
,PGC,Grant County Airport,Petersburg,US,38.9948997498,-79.1458969116,America/New_York,small_airport
KWAL,WAL,Wallops Flight Facility Airport,Wallops Island,US,37.940813,-75.462255,America/New_York,small_airport
KWAY,WAY,Greene County Airport,Waynesburg,US,39.90112,-80.130733,America/New_York,small_airport
KWBW,WBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,US,41.2971992493,-75.8511962891,America/New_York,small_airport
KWDG,WDG,Enid Woodring Regional Airport,Enid,US,36.3791999817,-97.7910995483,America/Chicago,small_airport
KWDR,WDR,Barrow County Airport,Winder,US,33.98289871,-83.66739655,America/New_York,small_airport
KWEA,WEA,Parker County Airport,Weatherford,US,32.7463,-97.682404,America/Chicago,small_airport
POKW,KWF,Waterfall Seaplane Base,Waterfall,US,55.296299,-133.242996,,seaplane_base
KWHP,WHP,Whiteman Airport,Pacoima,US,34.2593,-118.413002,America/Los_Angeles,small_airport
KWJF,WJF,General William J Fox Airfield,Lancaster,US,34.7411,-118.219002,America/Los_Angeles,medium_airport
KWLD,WLD,Strother Field,Winfield / Arkansas City,US,37.168598,-97.037598,America/Chicago,small_airport
KWLW,WLW,Willows Glenn County Airport,Willows,US,39.51639938,-122.2180023,America/Los_Angeles,small_airport
KWMC,WMC,Winnemucca Municipal Airport,Winnemucca,US,40.8965988159,-117.805999756,America/Los_Angeles,medium_airport
,KWP,West Point Village Seaplane Base,West Point,US,57.770099639899996,-153.548995972,,seaplane_base
KWRB,WRB,Robins Air Force Base,Warner Robins,US,32.640099,-83.591904,America/New_York,medium_airport
KWRI,WRI,Mc Guire Air Force Base,Wrightstown,US,40.0155983,-74.59169769,America/New_York,medium_airport
KWRL,WRL,Worland Municipal Airport,Worland,US,43.965698,-107.950996,America/Denver,medium_airport
KWST,WST,Westerly State Airport,Westerly,US,41.349602,-71.803398,America/New_York,medium_airport
KWVI,WVI,Watsonville Municipal Airport,Watsonville,US,36.9356994629,-121.790000916,America/Los_Angeles,small_airport
KWVL,WVL,Waterville Robert Lafleur Airport,Waterville,US,44.5331993103,-69.6754989624,America/New_York,small_airport
KWWD,WWD,Cape May County Airport,Wildwood,US,39.008499145500004,-74.9083023071,America/New_York,medium_airport
