icao,iata,name,city,country_code,latitude,longitude,time_zone,airport_type
,HPV,Princeville Airport,Hanalei,US,22.209313,-159.44515,Pacific/Honolulu,small_airport
,WKL,Waikoloa Heliport,Waikoloa Village,US,19.920546,-155.860628,,heliport
HJJJ,JUB,Juba International Airport,Juba,SS,4.87201,31.601101,Africa/Juba,large_airport
HKAM,ASV,Amboseli Airport,Ol Tukai,KE,-2.644786,37.252922,Africa/Nairobi,medium_airport
,HKB,Healy Lake Airport,Healy Lake,US,63.9958,-144.6926,,small_airport
HKEL,EDL,Eldoret International Airport,Eldoret,KE,0.404458,35.238899,Africa/Nairobi,large_airport
HKES,EYS,Eliye Springs Airport,Eliye Springs,KE,3.236405,35.974938,Africa/Nairobi,small_airport
HKFG,KLK,Kalokol Airport,Kalokol,KE,3.49161,35.836777,Africa/Nairobi,small_airport
HKGA,GAS,Garissa Airport,Garissa,KE,-0.463508,39.6483,Africa/Nairobi,small_airport
HKHO,HOA,Hola Airport,Hola,KE,-1.521276,40.003621,Africa/Nairobi,small_airport
HKJK,NBO,Jomo Kenyatta International Airport,Nairobi,KE,-1.318886,36.928233,Africa/Nairobi,large_airport
HKKE,KEU,Keekorok Airport,Keekorok,KE,-1.586345,35.257455,Africa/Nairobi,small_airport
HKKG,GGM,Kakamega Airport,Kakamega,KE,0.271353,34.78812,Africa/Nairobi,small_airport
HKKI,KIS,Kisumu International Airport,Kisumu,KE,-0.086139,34.728901,Africa/Nairobi,large_airport
HKKL,ILU,Kilaguni Airport,Kilaguni,KE,-2.906848,38.071738,Africa/Nairobi,small_airport
HKKR,KEY,Kericho Airport,Kericho,KE,-0.3899,35.242093,Africa/Nairobi,small_airport
HKKT,KTL,Kitale Airport,Kitale,KE,0.971989,34.958599,Africa/Nairobi,medium_airport
HKLK,LKG,Lokichogio Airport,Lokichogio,KE,4.20412,34.348202,Africa/Nairobi,medium_airport
HKLO,LOK,Lodwar Airport,Lodwar,KE,3.12197,35.6087,Africa/Nairobi,medium_airport
HKLU,LAU,Manda Airport,Lamu,KE,-2.252431,40.912892,Africa/Nairobi,medium_airport
HKLY,LOY,Loiyangalani Airport,Loiyangalani,KE,2.763605,36.718325,Africa/Nairobi,small_airport
HKMA,NDE,Mandera Airport,Mandera,KE,3.933816,41.844114,Africa/Addis_Ababa,small_airport
HKMB,RBT,Marsabit Airport,Marsabit,KE,2.344254,37.999996,Africa/Nairobi,small_airport
HKMK,JJM,Mulika Lodge Airport,Meru-Kinna,KE,0.165083,38.195141,Africa/Nairobi,small_airport
HKML,MYD,Malindi International Airport,Malindi,KE,-3.22931,40.1017,Africa/Nairobi,medium_airport
HKMO,MBA,Moi International Airport,Mombasa,KE,-4.03483,39.5942,Africa/Nairobi,large_airport
HKMS,MRE,Mara Serena Lodge Airstrip,Serena,KE,-1.404588,35.008349,Africa/Nairobi,medium_airport
HKMY,OYL,Moyale Airport,Moyale,KE,3.46972,39.101398,Africa/Nairobi,small_airport
HKNI,NYE,Nyeri Airport,Nyeri,KE,-0.364414,36.978485,Africa/Nairobi,small_airport
HKNK,NUU,Nakuru Lanet Airport,Nakuru,KE,-0.298419,36.159193,Africa/Nairobi,medium_airport
HKNL,NYK,Nanyuki Civil Airport,Gathiuru,KE,-0.062352,37.041296,,medium_airport
HKNW,WIL,Nairobi Wilson Airport,Nairobi,KE,-1.32172,36.8148,Africa/Nairobi,medium_airport
HKSB,UAS,Samburu Airport,Isiolo West,KE,0.534069,37.531991,Africa/Nairobi,small_airport
HKUK,UKA,Ukunda Airstrip,Ukunda,KE,-4.29333,39.571098,Africa/Nairobi,small_airport
HKWJ,WJR,Wajir Airport,Wajir,KE,1.73324,40.091599,Africa/Nairobi,medium_airport
HLGD,SRX,Sirt International Airport / Ghardabiya Airbase,Sirt,LY,31.058578,16.597095,Africa/Tripoli,large_airport
HLGT,GHT,Ghat Airport,Ghat,LY,25.145599,10.1426,Africa/Tripoli,medium_airport
HLKF,AKF,Kufra Airport,Kufra,LY,24.178699493408203,23.31399917602539,Africa/Tripoli,medium_airport
HLLB,BEN,Benina International Airport,Benina,LY,32.096802,20.269501,Africa/Tripoli,large_airport
HLLM,MJI,Mitiga International Airport,Tripoli,LY,32.89177,13.287878,Africa/Tripoli,large_airport
HLLQ,LAQ,Al Abraq International Airport,Al Albraq,LY,32.789036,21.954864,Africa/Tripoli,large_airport
HLLS,SEB,Sabha Airport,Sabha,LY,26.992452,14.466162,Africa/Tripoli,medium_airport
HLMB,LMQ,Marsa al Brega Airport,Marsa al Brega,LY,30.378099,19.576401,Africa/Tripoli,medium_airport
HLMS,MRA,Misrata International Airport,Misrata,LY,32.325001,15.061,Africa/Tripoli,small_airport
HLNR,NFR,Nafurah 1 Airport,Nafurah 1,LY,29.2132,21.5924,Africa/Tripoli,small_airport
HLON,HUQ,Hon Airport,,LY,29.1101,15.9656,Africa/Tripoli,small_airport
HLTD,LTD,Ghadames Airport,Ghadames,LY,30.145484,9.702095,Africa/Tripoli,medium_airport
HLTQ,TOB,Tobruk International Airport,Adam,LY,31.861,23.907,Africa/Tripoli,small_airport
HLUB,QUB,Ubari Airport,Ubari,LY,26.567499,12.8231,Africa/Tripoli,small_airport
HLZN,ZIS,Alzintan Airport,Zintan,LY,31.774878,12.25006,Africa/Tripoli,small_airport
HLZW,WAX,Zuwarah International Airport,Zuwarah,LY,32.952301,12.0155,Africa/Tripoli,small_airport
MHGU,EDQ,Erandique Airport,Erandique,HN,14.235833,-88.437225,America/Tegucigalpa,small_airport
,HOO,Nhon Co Airfield,Đăk R'Lấp,VN,11.9787,107.5638,,small_airport
,HRC,Sary Su Airport,Zhayrem,KZ,48.3974,70.1915,,small_airport
HRYG,GYI,Gisenyi Airport,Gisenyi,RW,-1.6772,29.2589,Africa/Kigali,medium_airport
HRYI,BTQ,Butare Airport,Butare,RW,-2.59583,29.7367,Africa/Kigali,small_airport
HRYR,KGL,Kigali International Airport,Kigali,RW,-1.96863,30.1395,Africa/Kigali,large_airport
HRYU,RHG,Ruhengeri Airport,Ruhengeri,RW,-1.496873,29.631343,Africa/Kigali,small_airport
HRZA,KME,Kamembe Airport,Kamembe,RW,-2.462239980697632,28.907899856567383,Africa/Kigali,medium_airport
HSAT,ATB,Atbara Airport,Atbara,SD,17.709928,34.057205,Africa/Khartoum,small_airport
HSDB,EDB,Al Dabbah Airport,Al Dabbah,SD,18.0146,30.9595,Africa/Khartoum,small_airport
HSDN,DOG,Dongola Airport,Dongola,SD,19.153666,30.430069,Africa/Khartoum,medium_airport
HSDZ,RSS,Damazin Airport,Ad Damazin,SD,11.7859,34.3367,Africa/Khartoum,small_airport
HSFS,ELF,El Fasher Airport,El Fasher,SD,13.614899635314941,25.324600219726562,Africa/Khartoum,medium_airport
HSGG,DNX,Galegu Airport,Dinder,SD,12.532999992370605,35.06700134277344,Africa/Khartoum,small_airport
HSGN,EGN,Geneina Airport,Geneina,SD,13.481882,22.467119,Africa/Khartoum,small_airport
HSHG,HEG,Heglig Airport,Heglig,SD,9.994933,29.397718,Africa/Khartoum,small_airport
,HSJ,Zhengzhou Shangjie Airport,Zhengzhou,CN,34.842153,113.273983,Asia/Shanghai,small_airport
HSKA,KSL,Kassala Airport,Kassala,SD,15.387499809265137,36.328800201416016,Africa/Khartoum,medium_airport
HSKG,GBU,Khashm El Girba Airport,Khashm El Girba,SD,14.925,35.877998,Africa/Khartoum,small_airport
HSLI,KDX,Kadugli Airport,Kadugli,SD,11.137999534600002,29.7010993958,Africa/Khartoum,small_airport
HSMK,RBX,Rumbek Airport,Rumbek,SS,6.831074,29.669073,Africa/Juba,small_airport
HSMN,MWE,Merowe Airport,Merowe,SD,18.443333,31.843333,Africa/Khartoum,medium_airport
HSNH,NUD,En Nahud Airport,En Nahud,SD,12.735513,28.410841,Africa/Khartoum,small_airport
HSNN,UYL,Nyala Airport,Nyala,SD,12.0535,24.9562,Africa/Khartoum,medium_airport
HSNW,NHF,New Halfa Airport,New Halfa,SD,15.3556,35.727798,Africa/Khartoum,small_airport
HSOB,EBD,El-Obeid Airport,El-Obeid,SD,13.1532,30.2327,Africa/Khartoum,medium_airport
HSPN,PZU,Port Sudan New International Airport,Port Sudan,SD,19.434558,37.234125,Africa/Khartoum,large_airport
HSSK,KRT,Khartoum International Airport,Khartoum,SD,15.5895,32.5532,Africa/Khartoum,large_airport
HSSM,MAK,Malakal International Airport,Malakal,SS,9.558739,31.651937,Africa/Juba,medium_airport
HSSW,WHF,Wadi Halfa Airport,Wadi Halfa,SD,21.802698,31.521578,Africa/Khartoum,small_airport
HSWW,WUU,Wau Airport,Wau,SS,7.72583,27.975,Africa/Juba,medium_airport
HSZA,ZLX,Zalingei Airport,Zalingei,SD,12.9437,23.5631,Africa/Khartoum,small_airport
HTAR,ARK,Arusha Airport,Arusha,TZ,-3.3677899837493896,36.63330078125,Africa/Dar_es_Salaam,medium_airport
HTBU,BKZ,Bukoba Airport,Bukoba,TZ,-1.332,31.8212,Africa/Dar_es_Salaam,small_airport
HTDA,DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,-6.873499,39.207288,Africa/Dar_es_Salaam,large_airport
HTDO,DOD,Dodoma Airport,Dodoma,TZ,-6.170559,35.756036,Africa/Dar_es_Salaam,medium_airport
HTGE,GTC,Chato/Geita Airport,Chato District,TZ,-2.74233,31.70683,Africa/Dar_es_Salaam,small_airport
HTGR,GTZ,Kirawira B Aerodrome,Grumeti Game Reserve,TZ,-2.160833,34.225556,Africa/Dar_es_Salaam,small_airport
HTGW,MBI,Songwe Airport,Mbeya,TZ,-8.919942,33.273981,Africa/Dar_es_Salaam,medium_airport
HTIR,IRI,Iringa Airport,Nduli,TZ,-7.66863,35.752102,Africa/Dar_es_Salaam,medium_airport
HTKA,TKQ,Kigoma Airport,Kigoma,TZ,-4.8862,29.6709,Africa/Dar_es_Salaam,small_airport
HTKI,KIY,Kilwa Airport,Kilwa Masoko,TZ,-8.91123,39.508619,Africa/Dar_es_Salaam,small_airport
HTKJ,JRO,Kilimanjaro International Airport,Arusha,TZ,-3.427049,37.07353,Africa/Dar_es_Salaam,large_airport
HTLI,LDI,Lindi Airport,Lindi,TZ,-9.851005,39.75911,Africa/Dar_es_Salaam,small_airport
HTLM,LKY,Lake Manyara Airport,Lake Manyara National Park,TZ,-3.37631,35.818298,Africa/Dar_es_Salaam,medium_airport
HTMA,MFA,Mafia Airport,Kilindoni,TZ,-7.917478,39.668502,Africa/Dar_es_Salaam,small_airport
HTMD,MWN,Mwadui Airport,Mwadui,TZ,-3.521332,33.615542,Africa/Dar_es_Salaam,small_airport
HTMI,XMI,Masasi Airport,Masasi,TZ,-10.733,38.766998,Africa/Dar_es_Salaam,small_airport
HTMP,NPY,Mpanda Airport,Mpanda,TZ,-6.355374,31.084116,Africa/Dar_es_Salaam,small_airport
HTMS,QSI,Moshi Airport,Moshi,TZ,-3.36333,37.3269,Africa/Dar_es_Salaam,small_airport
HTMT,MYW,Mtwara Airport,Mtwara,TZ,-10.336204,40.181997,Africa/Dar_es_Salaam,medium_airport
HTMU,MUZ,Musoma Airport,Musoma,TZ,-1.503,33.8021,Africa/Dar_es_Salaam,small_airport
HTMW,MWZ,Mwanza International Airport,Mwanza,TZ,-2.446563,32.936049,Africa/Dar_es_Salaam,large_airport
HTNA,NCH,Nachingwea Airport,Nachingwea,TZ,-10.3575,38.779202,Africa/Dar_es_Salaam,small_airport
HTNJ,JOM,Njombe Airport,Njombe,TZ,-9.35,34.799999,Africa/Dar_es_Salaam,small_airport
HTPE,PMA,Pemba Airport,Chake Chake,TZ,-5.25726,39.811401,Africa/Dar_es_Salaam,medium_airport
HTSN,SEU,Seronera Airport,Seronera,TZ,-2.45806,34.822498,Africa/Dar_es_Salaam,small_airport
HTSO,SGX,Songea Airport,Songea,TZ,-10.683,35.583,Africa/Dar_es_Salaam,small_airport
HTSU,SUT,Sumbawanga Airport,Sumbawanga,TZ,-7.948889,31.610278,Africa/Dar_es_Salaam,small_airport
HTSY,SHY,Shinyanga Airport,Shinyanga,TZ,-3.6093,33.5035,Africa/Dar_es_Salaam,small_airport
HTTB,TBO,Tabora Airport,Tabora,TZ,-5.07639,32.833302,Africa/Dar_es_Salaam,small_airport
HTTG,TGT,Tanga Airport,Tanga,TZ,-5.09236,39.071201,Africa/Dar_es_Salaam,medium_airport
HTZA,ZNZ,Abeid Amani Karume International Airport,Zanzibar,TZ,-6.22202,39.224899,Africa/Dar_es_Salaam,large_airport
HUAR,RUA,Arua Airport,Arua,UG,3.049152,30.911714,Africa/Kampala,medium_airport
HUEN,EBB,Entebbe International Airport,Entebbe,UG,0.042386,32.443501,Africa/Kampala,large_airport
HUGU,ULU,Gulu Airport,Gulu,UG,2.8055601119995117,32.27180099487305,Africa/Kampala,medium_airport
HUJI,JIN,Jinja Airport,Jinja,UG,0.453094,33.19356,Africa/Kampala,small_airport
HUKJ,KJJ,Kajjansi Airfield,Kampala,UG,0.1968,32.55297,Africa/Kampala,small_airport
HUKS,KSE,Kasese Airport,Kasese,UG,0.183,30.1,Africa/Kampala,small_airport
HUMA,MBQ,Mbarara Airport,Mbarara,UG,-0.555278,30.5994,Africa/Kampala,small_airport
HUMI,KCU,Masindi Airport,Masindi,UG,1.75806,31.7367,Africa/Kampala,small_airport
HUPA,PAF,Pakuba Airport,Pakuba,UG,2.326563,31.497698,Africa/Kampala,small_airport
HUSO,SRT,Soroti Airport,Soroti,UG,1.7276899814605713,33.622798919677734,Africa/Kampala,medium_airport
HUTO,TRY,Tororo Airport,Tororo,UG,0.683,34.167,Africa/Kampala,small_airport
,HWI,Hawk Inlet Seaplane Base,Hawk Inlet,US,58.127399,-134.755997,,seaplane_base
,HYL,Hollis Clark Bay Seaplane Base,Hollis,US,55.481529,-132.646008,,seaplane_base
,HZU,Chengdu Huaizhou Airport,Chengdu (Jintang),CN,30.677339,104.529397,Asia/Shanghai,medium_airport
,IBI,Iboki Airport,Iboki,PG,-5.5536,149.19,,small_airport
,IBL,Indigo Bay Lodge Airport,Bazaruto Island,MZ,-21.708,35.452801,Africa/Maputo,medium_airport
,ICO,Sicogon Airstrip,Carles,PH,11.4595,123.2506,Asia/Manila,small_airport
WIHG,PPJ,Pulau Panjang Airport,Jakarta,ID,-5.644444,106.5625,,small_airport
WIMO,,Lasondre Airport,Pulau-Pulau Batu,ID,-0.01924,98.30097,Asia/Jakarta,small_airport
WAJV,,Iwur Airstrip,Iwur,ID,-5.139139,140.717638,,small_airport
WRGK,,Kiwi Airstrip,Kiwi,ID,-4.697841,140.722425,,small_airport
WAGA,GXM,Kuala Kurun Airport,Kuala Kurun,ID,-1.128903,113.873075,,small_airport
WAQH,,Long Rungan Airport,Long Rungan,ID,3.598904,115.840817,,small_airport
WAJW,,Okyap Airstrip,Okyap,ID,-4.743448,140.848267,Asia/Jayapura,small_airport
WIMI,FSH,Syekh Hamzah Fansyuri Airport,Singkil,ID,2.269614,97.967863,,small_airport
WRJU,,Yapil Airstrip,Yapil,ID,-4.540447,140.565691,,small_airport
WIGE,ENG,Enggano Airport,Enggano,ID,-5.305621,102.189546,,small_airport
WAEH,WDB,Weda Bay Airport,Weda,ID,0.467938,127.948242,,small_airport
WIMG,GYO,Blangkejeren Airport,Kabupaten Gayo Lues,ID,3.94548,97.35968,Asia/Jakarta,small_airport
WARD,DHX,Dhoho International Airport,Kediri,ID,-7.749527,111.946831,,medium_airport
WIOD,SKJ,Singkawang Airport,Singkawang,ID,0.789936,108.960395,Asia/Jakarta,small_airport
WAJE,RUF,Yuruf Airport [UNUSABLE],Amgotro,ID,-3.628919,140.953689,,small_airport
WAVR,AAS,Apalapsili Airport,Apalapsili,ID,-3.882495,139.310932,,small_airport
WAUA,AGD,Anggi Airport,Anggi-Papua Island,ID,-1.3858,133.8737,,small_airport
WILM,AKQ,Astra Ksetra Airport,Menggala,ID,-4.611588,105.231968,,small_airport
WAVE,ELR,Elelim Airport,Elelim,ID,-3.785922,139.384497,,small_airport
WAKG,EWE,Ewer Asmat Airport,Agats,ID,-5.496185,138.078361,Asia/Jayapura,small_airport
,GAV,Gag Island Airport,Gag Island,ID,-0.400556,129.895004,,small_airport
WAVC,IUL,Ilu Airport,Ilu,ID,-3.7051,138.2002,,small_airport
,KOD,Kotabangun Airport,Kotabangun-Borneo Island,ID,-0.266669988632,116.583335876,,small_airport
WIJI,KRC,Departi Parbo Airport,Sungai Penuh,ID,-2.094042,101.47025,Asia/Jakarta,small_airport
WAVL,LLN,Kelila Airport,Kelila,ID,-3.728968,138.710117,,small_airport
,MSI,Masalembo Airport,Masalembo Island,ID,-5.583330154418945,114.43299865722656,,small_airport
,NAF,Banaina Airport,Banaina-Borneo Island,ID,2.72305011749,117.125999451,,small_airport
WAYO,OBD,Obano Airport,Obano,ID,-3.9106,136.2306,,small_airport
WIEB,RKI,Mentawai Airport,Sipura Island,ID,-2.1001,99.7044,,small_airport
WABH,TMY,Tiom Airport,Tiom-Papua Island,ID,-3.9256,138.4555,,small_airport
WAYB,UGU,Bilorai Airport,Bilogai,ID,-3.739503,137.031183,,medium_airport
,IMA,Iamalele Airport,"Iamalele, Fergusson Island",PG,-9.5107,150.5246,,small_airport
,IMG,Inhaminga Airport,Inhaminga,MZ,-18.41,35.0045,Africa/Maputo,small_airport
VEPY,PYG,Pakyong Airport,Pakyong,IN,27.2313,88.587196,Asia/Kolkata,small_airport
VEAY,AYJ,Maharshi Valmiki International Airport,Faizabad,IN,26.747736,82.163664,Asia/Kolkata,medium_airport
VAAM,AVR,Amravati  Airport,Amravati,IN,20.814608,77.717765,,medium_airport
VOSR,SDW,Sindhudurg Airport,Chipi,IN,16.002552,73.529846,,medium_airport
VANM,NMI,Navi Mumbai International Airport,Navi Mumbai,IN,18.984597,73.065253,Asia/Kolkata,large_airport
VOSH,RQY,Rashtrakavi Kuvempu Airport,Shimoga,IN,13.858024,75.618868,Asia/Kolkata,medium_airport
VEHO,HGI,Itanagar Donyi Polo Hollongi Airport,Hollongi,IN,26.96683,93.638792,Asia/Kolkata,medium_airport
VIND,DXN,Noida International Airport,Gautam Buddha Nagar,IN,28.179868,77.611843,Asia/Kolkata,large_airport
VEAP,AHA,Maa Mahamaya Airport,Ambikapur,IN,22.98753,83.19612,,medium_airport
VEJR,JGB,Jagdalpur Airport,Jagdalpur,IN,19.074301,82.036797,,small_airport
,RJI,Rajouri Airport,Rajouri,IN,33.377899,74.315201,,small_airport
,INE,Chinde Airport,Chinde,MZ,-18.59,36.4489,Africa/Maputo,small_airport
,IOK,Iokea Airport,Iokea,PG,-8.401,146.277,,small_airport
,IOP,Ioma Airport,Ioma,PG,-8.3614,147.84,,small_airport
,IRU,Iranamadu Seaplane Base,Iranamadu,LK,9.299746,80.448627,Asia/Colombo,seaplane_base
LINI,TQR,San Domino Island Heliport,Tremiti Islands,IT,42.117775,15.490655,Europe/Rome,heliport
AYIK,ITK,Itokama Airport,Itokama,PG,-9.201527,148.264261,,small_airport
,IVI,Viveros Island Airport,Isla Viveros,PA,8.4693,-79.0016,America/Panama,small_airport
WAPM,JIO,Jos Orno Imsula Airport,Tiakur,ID,-8.140683,127.909669,,small_airport
,JLA,Quartz Creek Airport,Cooper Landing,US,60.484235,-149.722909,,small_airport
FNJM,JMB,Jamba Airport,Jamba,AO,-14.698193,16.070148,Africa/Luanda,small_airport
KJPN,JPN,Pentagon Army Heliport,Washington DC,US,38.874908,-77.056682,,heliport
KJRA,JRA,West 30th Street Heliport,New York,US,40.755107,-74.006896,,heliport
KJRB,JRB,Downtown Skyport Heliport,New York,US,40.700711,-74.008573,,heliport
ZSJH,JUH,Chizhou Jiuhuashan Airport,Chizhou,CN,30.7403,117.6856,Asia/Shanghai,small_airport
,AMK,Animas Air Park,Durango,US,37.203201,-107.869003,America/Denver,small_airport
,BDX,Broadus Airport,Broadus,US,45.470462,-105.457145,America/Denver,small_airport
,EUE,Eureka Airport,Eureka,US,39.604198455799995,-116.004997253,America/Los_Angeles,small_airport
,KPT,Jackpot Airport/Hayden Field,Jackpot,US,41.97600173949999,-114.657997131,America/Boise,small_airport
,RLA,Rolla Downtown Airport,Rolla,US,37.935699,-91.813499,,small_airport
,FID,Elizabeth Field,Fishers Island,US,41.252099,-72.032218,America/New_York,small_airport
,HUD,Humboldt Municipal Airport,Humboldt,US,42.734831,-94.245315,America/Chicago,small_airport
,TWD,Jefferson County International Airport,Port Townsend,US,48.053799,-122.810997,America/Los_Angeles,small_airport
,MVM,Kayenta Airport,Kayenta,US,36.716444,-110.228444,America/Denver,small_airport
,HCC,Columbia County Airport,Hudson,US,42.291302,-73.710297,America/New_York,small_airport
,AHD,Ardmore Downtown Executive Airport,Ardmore,US,34.1469993591,-97.1227035522,America/Chicago,small_airport
,GCW,Grand Canyon West Airport,Peach Springs,US,35.985787,-113.817072,America/Phoenix,small_airport
,CKE,Lampson Field,Lakeport,US,38.9906005859,-122.901000977,America/Los_Angeles,small_airport
,ROF,Montague-Yreka Rohrer Field,Montague,US,41.7304000854,-122.54599762,America/Los_Angeles,small_airport
,CNE,Fremont County Airport,Penrose,US,38.429739,-105.108562,America/Denver,small_airport
,RSX,Rouses Point Seaplane Base,Rouses Point,US,44.991699,-73.363073,,seaplane_base
,COP,Cooperstown-Westville Airport,Cooperstown,US,42.629552,-74.890445,,small_airport
,CIL,Council Airport,Council,US,64.89790344240001,-163.70300293,,small_airport
,NWH,Parlin Field,Newport,US,43.3881,-72.189301,America/New_York,small_airport
,IRB,Iraan Municipal Airport,Iraan,US,30.9057006836,-101.891998291,America/Chicago,small_airport
,ODM,Garrett County Airport,Accident,US,39.580819,-79.33573,America/New_York,small_airport
,GNF,Gansner Field,Quincy,US,39.943902,-120.945,America/Los_Angeles,small_airport
,CHZ,Chiloquin State Airport,Chiloquin,US,42.57944,-121.879063,America/Los_Angeles,small_airport
,LTW,St. Mary's County Regional Airport,California,US,38.315399,-76.550102,America/New_York,small_airport
,USC,"Union County, Troy Shelton Field",Union,US,34.687046,-81.64105,America/New_York,small_airport
,AHF,Arapahoe Municipal Airport,Arapahoe,US,40.341576,-99.907839,America/Chicago,small_airport
,PCT,Princeton Airport,Princeton/Rocky Hill,US,40.3992004395,-74.6588973999,America/New_York,small_airport
,CTO,Calverton Executive Airpark,Calverton,US,40.9151,-72.791901,America/New_York,small_airport
,NRI,Grand Lake Regional Airport,Afton,US,36.577598571777,-94.86190032959,America/Chicago,small_airport
,GTP,Grants Pass Airport,Grants Pass,US,42.510101,-123.388,America/Los_Angeles,small_airport
,NLE,Jerry Tyler Memorial Airport,Niles,US,41.835899353027,-86.225196838379,America/Detroit,small_airport
,GCD,Grand Coulee Dam Airport,Electric City,US,47.922000885,-119.083000183,America/Los_Angeles,small_airport
,VLE,Valle Airport,Grand Canyon,US,35.65060043335,-112.14800262451,America/Phoenix,small_airport
KFPY,FPY,Perry-Foley Airport,Perry,US,30.0693,-83.580597,America/New_York,small_airport
,NTJ,Manti-Ephraim Airport,Manti,US,39.32910156,-111.6149979,America/Denver,small_airport
,SBO,Salina Gunnison Airport,Salina,US,39.029098510699995,-111.837997437,America/Denver,small_airport
,JVI,Central Jersey Regional Airport,Manville,US,40.5243988037,-74.59839630130001,America/New_York,small_airport
,UCE,Eunice Airport,Eunice,US,30.466299057007,-92.423797607422,America/Chicago,small_airport
,GOL,Gold Beach Municipal Airport,Gold Beach,US,42.41339874,-124.4240036,America/Los_Angeles,small_airport
,KKT,Kentland Municipal Airport,Kentland,US,40.758733,-87.429457,America/Chicago,small_airport
,PRW,Prentice Airport,Prentice,US,45.538313,-90.275978,America/Chicago,small_airport
,EGP,Maverick County Memorial International Airport,Eagle Pass,US,28.859766,-100.516682,America/Chicago,small_airport
KBVU,BLD,Boulder City Municipal Airport,Boulder City,US,35.947161,-114.858799,America/Los_Angeles,medium_airport
,MFH,Mesquite Airport,Mesquite,US,36.833105,-114.055928,America/Los_Angeles,medium_airport
,ECA,Iosco County Airport,East Tawas,US,44.312801,-83.422302,America/Detroit,small_airport
,FMU,Florence Municipal Airport,Florence,US,43.98279953,-124.111000061,America/Los_Angeles,small_airport
,OTS,Anacortes Airport,Anacortes,US,48.498513,-122.662513,America/Los_Angeles,small_airport
,ROL,Roosevelt Municipal Airport,Roosevelt,US,40.278301,-110.051003,America/Denver,small_airport
,CTK,Canton Municipal Airport,Canton,US,43.308842,-96.571225,America/Chicago,small_airport
,WPO,North Fork Valley Airport,Paonia,US,38.831412,-107.645763,America/Denver,small_airport
,ATE,Antlers Municipal Airport,Antlers,US,34.1926002502,-95.6499023438,America/Chicago,small_airport
KTMT,ASQ,Austin Airport,Austin,US,39.467708,-117.197576,America/Los_Angeles,small_airport
KAAF,AAF,Apalachicola Regional Airport,Apalachicola,US,29.727501,-85.027496,America/New_York,small_airport
KABE,ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US,40.651773,-75.442797,America/New_York,medium_airport
KABI,ABI,Abilene Regional Airport,Abilene,US,32.4113006592,-99.68190002440001,America/Chicago,medium_airport
KABQ,ABQ,Albuquerque International Sunport,Albuquerque,US,35.039976,-106.608925,America/Denver,large_airport
KABR,ABR,Aberdeen Regional Airport,Aberdeen,US,45.449100494384766,-98.42179870605469,America/Chicago,medium_airport
KABY,ABY,Southwest Georgia Regional Airport,Albany,US,31.532946,-84.196215,America/New_York,medium_airport
KACB,ACB,Antrim County Airport,Bellaire,US,44.988602,-85.198402,America/Detroit,small_airport
KACK,ACK,Nantucket Memorial Airport,Nantucket,US,41.25310135,-70.06020355,America/New_York,medium_airport
KACT,ACT,Waco Regional Airport,Waco,US,31.611299514770508,-97.23049926757812,America/Chicago,medium_airport
KACV,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.978101,-124.109,America/Los_Angeles,medium_airport
KACY,ACY,Atlantic City International Airport,Atlantic City,US,39.456201,-74.577511,America/New_York,medium_airport
KADG,ADG,Lenawee County Airport,Adrian,US,41.866205,-84.077983,America/Detroit,small_airport
KADH,ADT,Ada Regional Airport,Ada,US,34.805214,-96.671988,America/Chicago,medium_airport
KADM,ADM,Ardmore Municipal Airport,Ardmore,US,34.30301,-97.0196342,America/Chicago,small_airport
KADS,ADS,Addison Airport,Dallas,US,32.9686012268,-96.8364028931,America/Chicago,small_airport
KADW,ADW,Joint Base Andrews,Camp Springs,US,38.810799,-76.866997,America/New_York,medium_airport
,KAE,Kake Seaplane Base,Kake,US,56.973,-133.945999,,seaplane_base
KAEL,AEL,Albert Lea Municipal Airport,Albert Lea,US,43.68149948,-93.36720276,America/Chicago,small_airport
KAEX,AEX,Alexandria International Airport,Alexandria,US,31.325828,-92.546702,America/Chicago,medium_airport
,KAF,Karato Airport,Karato,PG,-6.2655,155.3052,,small_airport
KAFF,AFF,USAF Academy Airfield,Colorado Springs,US,38.972497,-104.821125,America/Denver,small_airport
KAFJ,WSG,Washington County Airport,Washington,US,40.136501,-80.290199,America/New_York,small_airport
KAFN,AFN,Jaffrey Airfield Silver Ranch Airport,Jaffrey,US,42.805099,-72.002998,America/New_York,small_airport
KAFO,AFO,Afton Municipal Airport,Afton,US,42.7112007141,-110.942001343,America/Denver,small_airport
KAFW,AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,US,32.99044,-97.31947,America/Chicago,medium_airport
KAGC,AGC,Allegheny County Airport,Pittsburgh,US,40.354401,-79.930199,America/New_York,medium_airport
KAGO,AGO,Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,US,33.228001,-93.217002,America/Chicago,small_airport
KAGS,AGS,Augusta Regional At Bush Field,Augusta,US,33.3699,-81.9645,America/New_York,medium_airport
KAHC,AHC,Amedee Army Air Field,Herlong,US,40.26620102,-120.1529999,America/Los_Angeles,small_airport
